2020. 03,2020. 02,2020. 01,2019. 12,2019. 11,2019. 10,2019. 09,2019. 08,2019. 07,2019. 06,2019. 05,2019. 04,2019. 03,2019. 02,2019. 01,2018. 12,2018. 11,2018. 10,2018. 09,2018. 08,2018. 07,2018. 06,2018. 05,2018. 04,2018. 03,2018. 02,2018. 01
888407,704956,787694,671839,730576,740101,774435,748981,812561,771005,791919,843034,1037723,647507,792833,765267,842901,833284,851452,833580,846780,873596,874358,879553,1071229,672853,798897
