2017. 12,2017. 11,2017. 10,2017. 09,2017. 08,2017. 07,2017. 06,2017. 05,2017. 04,2017. 03,2017. 02,2017. 01,2016. 12,2016. 11,2016. 10,2016. 09,2016. 08,2016. 07,2016. 06,2016. 05,2016. 04,2016. 03,2016. 02,2016. 01,2015. 12,2015. 11,2015. 10,2015. 09,2015. 08,2015. 07,2015. 06,2015. 05,2015. 04,2015. 03,2015. 02,2015. 01,2014. 12,2014. 11,2014. 10,2014. 09,2014. 08,2014. 07,2014. 06,2014. 05,2014. 04,2014. 03,2014. 02,2014. 01
707927,745581,683030,807981,724658,748429,698851,757695,778563,1036689,706118,647200,623355,656252,662490,716635,656722,639354,655902,653694,675876,941660,592815,652668,719507,687585,714373,779912,676075,687546,663290,679667,708327,941915,584175,673795,638787,648212,673268,709392,644529,675475,692831,681462,723979,955479,650135,669197
